Common.Name,Scientific.Name,Migratory.Status,IUCN,WLPA.Schedule,CITES.Appendix,CMS.Appendix,Long.Term.Trend.Mean,Long.Term.Trend.Lower,Long.Term.Trend.Upper,Long.Term.Trend,Current.Annual.Change.Mean,Current.Annual.Change.Lower,Current.Annual.Change.Upper,Current.Annual.Change,Range.Size.Mean,Range.Size.Lower,Range.Size.Upper,Range.Size,Long.Term.Status,Current.Status,Range.Status,Concern.Status
Mountain Tailorbird,Phyllergates cucullatus,R,Least Concern,Schedule-IV,,,,,,,0.493196259,-50.8318939,51.81828642,0.49±51.33,8.890785,8.783185,8.998385,8.89±0.11,Data Deficient,Uncertain,Moderate,Low
Broad-billed Warbler,Tickellia hodgsoni,R,Least Concern,Schedule-IV,,,,,,,2.61331217,-22.17419296,27.4008173,2.61±24.79,3.2325796,3.1188796,3.3462796,3.23±0.11,Data Deficient,Uncertain,Restricted,Moderate
Brownish-flanked Bush Warbler,Horornis fortipes,R,Least Concern,Schedule-IV,,,-27.72840202,-83.97854566,28.52174162,-27.73±56.25,-0.536129166,-14.4666711,13.39441276,-0.54±13.93,14.5239044,14.4476044,14.6002044,14.52±0.08,Uncertain,Uncertain,Moderate,Low
Hume's Bush Warbler,Horornis brunnescens,R,Least Concern,Schedule-IV,,,,,,,,,,,3.615123,3.505523,3.724723,3.62±0.11,Data Deficient,Data Deficient,Restricted,Moderate
Aberrant Bush Warbler,Horornis flavolivaceus,R,Least Concern,Schedule-IV,,,,,,,10.24766534,-71.79360286,92.28893354,10.25±82.04,9.4481001,9.3354001,9.5608001,9.45±0.11,Data Deficient,Uncertain,Moderate,Low
Ashy-throated Warbler,Phylloscopus maculipennis,R,Least Concern,Schedule-IV,,Appendix II,-31.09547627,-95.90528258,33.71433004,-31.1±64.81,-0.48618545,-17.75962621,16.78725531,-0.49±17.27,12.6244817,12.5565817,12.6923817,12.62±0.07,Uncertain,Uncertain,Moderate,Low
Buff-barred Warbler,Phylloscopus pulcher,R,Least Concern,Schedule-IV,,Appendix II,-43.65439354,-100,30.73466706,-43.65±74.39,0.391026007,-24.9676408,25.74969282,0.39±25.36,14.1367914,14.0652914,14.2082914,14.14±0.07,Uncertain,Uncertain,Moderate,Low
Yellow-browed Warbler,Phylloscopus inornatus,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-16.02066191,-24.61592169,-7.425402131,-16.02±8.6,10.189409,10.117009,10.261809,10.19±0.07,Data Deficient,Strong Decline,Moderate,Moderate
Hume's Leaf Warbler,Phylloscopus humei,LM,Least Concern,Schedule-IV,,Appendix II,-8.630774318,-49.79960479,32.53805615,-8.63±41.17,17.06511895,4.77000374,29.36023416,17.07±12.3,31.8778272,31.8125272,31.9431272,31.88±0.07,Uncertain,Strong Increase,Large,Low
Brooks's Leaf Warbler,Phylloscopus subviridis,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,1.0303289,0.9541289,1.1065289,1.03±0.08,Data Deficient,Data Deficient,Restricted,Moderate
Lemon-rumped Warbler,Phylloscopus chloronotus,R,Least Concern,Schedule-IV,,Appendix II,-60.02265941,-89.05036834,-30.99495048,-60.02±29.03,-4.832879672,-16.7173218,7.051562458,-4.83±11.88,21.6063345,21.5232345,21.6894345,21.61±0.08,Moderate Decline,Uncertain,Moderate,Moderate
Tytler's Leaf Warbler,Phylloscopus tytleri,LM,Near Threatened,Schedule-IV,,Appendix II,,,,,-5.119642874,-64.51376417,54.27447843,-5.12±59.39,0.5091804,0.4282804,0.5900804,0.51±0.08,Data Deficient,Uncertain,Very Restricted,High
Sulphur-bellied Warbler,Phylloscopus griseolus,LM,Least Concern,Schedule-IV,,Appendix II,-57.95428625,-100,19.83286427,-57.95±77.79,1.69440157,-32.88691758,36.27572072,1.69±34.58,3.6691264,3.5290264,3.8092264,3.67±0.14,Uncertain,Uncertain,Restricted,Moderate
Tickell's Leaf Warbler,Phylloscopus affinis,LM,Least Concern,Schedule-IV,,Appendix II,-58.19379719,-99.22533328,-17.1622611,-58.19±41.03,-2.666037441,-19.03070388,13.698629,-2.67±16.36,11.5493648,11.4312648,11.6674648,11.55±0.12,Uncertain,Uncertain,Moderate,Low
Dusky Warbler,Phylloscopus fuscatus,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,9.27836963,-7.10852475,25.66526401,9.28±16.39,12.0543778,11.9827778,12.1259778,12.05±0.07,Data Deficient,Uncertain,Moderate,Low
Smoky Warbler,Phylloscopus fuligiventer,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,0.9812411,0.8958411,1.0666411,0.98±0.09,Data Deficient,Data Deficient,Restricted,Moderate
Kashmir Chiffchaff,Phylloscopus sindianus,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,5.5948466,5.5324466,5.6572466,5.59±0.06,Data Deficient,Data Deficient,Moderate,Moderate
Common Chiffchaff,Phylloscopus collybita,W/P,Least Concern,Schedule-IV,,Appendix II,-35.32101141,-57.51964987,-13.12237295,-35.32±22.2,1.787754361,-4.490110339,8.065619061,1.79±6.28,71.0169898,70.8859898,71.1479898,71.02±0.13,Stable,Uncertain,Large,Low
White-spectacled Warbler,Phylloscopus intermedius,R,Least Concern,Schedule-IV,,Appendix II,,,,,-11.05024083,-47.83995395,25.73947229,-11.05±36.79,7.3550894,7.2505894,7.4595894,7.36±0.1,Data Deficient,Uncertain,Moderate,Low
Grey-cheeked Warbler,Phylloscopus poliogenys,R,Least Concern,Schedule-IV,,Appendix II,,,,,-0.441044799,-57.08507407,56.20298447,-0.44±56.64,6.3557524,6.2742524,6.4372524,6.36±0.08,Data Deficient,Uncertain,Moderate,Low
Green-crowned Warbler,Phylloscopus burkii,LM,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,1.1469532,1.0279532,1.2659532,1.15±0.12,Data Deficient,Data Deficient,Restricted,Moderate
Whistler's Warbler,Phylloscopus whistleri,R,Least Concern,Schedule-IV,,Appendix II,22.17579445,-100,163.3915954,22.18±141.22,-10.19056948,-25.09653582,4.71539686,-10.19±14.91,17.8432076,17.7552076,17.9312076,17.84±0.09,Uncertain,Uncertain,Moderate,Low
Green Leaf Warbler,Phylloscopus nitidus,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,,,,,,,,
Greenish Leaf Warbler,Phylloscopus trochiloides,LM,Least Concern,Schedule-IV,,Appendix II,-44.81792157,-59.93372312,-29.70212002,-44.82±15.12,2.745776909,-2.60469827,8.096252088,2.75±5.35,92.1741449,92.0912449,92.2570449,92.17±0.08,Moderate Decline,Uncertain,Large,Moderate
Large-billed Leaf Warbler,Phylloscopus magnirostris,LM,Least Concern,Schedule-IV,,Appendix II,-89.45766778,-100,-52.02699697,-89.46±37.43,-7.836144327,-62.34654316,46.6742545,-7.84±54.51,9.9697666,9.9231666,10.0163666,9.97±0.05,Strong Decline,Uncertain,Moderate,Moderate
Chestnut-crowned Warbler,Phylloscopus castaniceps,R,Least Concern,Schedule-IV,,Appendix II,,,,,3.99812607,-37.10558706,45.1018392,4±41.1,8.0853353,8.0073353,8.1633353,8.09±0.08,Data Deficient,Uncertain,Moderate,Low
Yellow-vented Leaf Warbler,Phylloscopus cantator,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,7.7783079,7.6600079,7.8966079,7.78±0.12,Data Deficient,Data Deficient,Moderate,Moderate
Western Crowned Leaf Warbler,Phylloscopus occipitalis,LM,Least Concern,Schedule-IV,,Appendix II,-73.16810773,-93.71156202,-52.62465344,-73.17±20.54,3.944375775,-12.17990026,20.06865181,3.94±16.12,5.1219082,5.0479082,5.1959082,5.12±0.07,Strong Decline,Uncertain,Moderate,Moderate
Blyth's Leaf Warbler,Phylloscopus reguloides,LM,Least Concern,Schedule-IV,,Appendix II,-69.64782452,-100,-5.16020491,-69.65±64.49,-11.73425445,-37.42205152,13.95354262,-11.73±25.69,5.6731738,5.6096738,5.7366738,5.67±0.06,Uncertain,Uncertain,Moderate,Low
Grey-hooded Leaf Warbler,Phylloscopus xanthoschistos,R,Least Concern,Schedule-IV,,Appendix II,-14.5616037,-57.1412767,28.0180693,-14.56±42.58,-5.354719124,-12.67173309,1.962294839,-5.35±7.32,22.297052,22.241452,22.352652,22.3±0.06,Uncertain,Uncertain,Moderate,Low
Thick-billed Warbler,Arundinax aedon,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-4.958077173,-15.20043507,5.284280727,-4.96±10.24,12.3188724,12.2306724,12.4070724,12.32±0.09,Data Deficient,Uncertain,Moderate,Low
Booted Warbler,Iduna caligata,W/P,Least Concern,Schedule-IV,,Appendix II,-16.32459103,-43.04448927,10.39530721,-16.32±26.72,6.940539048,0.112269003,13.76880909,6.94±6.83,77.7502227,77.6588227,77.8416227,77.75±0.09,Uncertain,Uncertain,Large,Low
Sykes's Warbler,Iduna rama,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,,,,,,,,
Paddyfield Warbler,Acrocephalus agricola,W/P,Least Concern,Schedule-IV,,Appendix II,-29.75321848,-72.68637818,13.17994122,-29.75±42.93,7.421891509,-5.978892241,20.82267526,7.42±13.4,31.8446093,31.7482093,31.9410093,31.84±0.1,Uncertain,Uncertain,Large,Low
Blyth's Reed Warbler,Acrocephalus dumetorum,W/P,Least Concern,Schedule-IV,,Appendix II,18.50057811,-11.79924941,48.80040563,18.5±30.3,2.108742939,-2.665880594,6.883366472,2.11±4.77,117.090513,117.015413,117.165613,117.09±0.08,Uncertain,Uncertain,Very Large,Low
Clamorous Reed Warbler,Acrocephalus stentoreus,LM,Least Concern,Schedule-IV,,Appendix II,0.741124793,-29.85364877,31.33589835,0.74±30.59,4.98134492,-0.927638752,10.89032859,4.98±5.91,33.3567,33.3567,33.3567,33.36±0.09,Uncertain,Uncertain,Large,Low
Striated Grassbird,Megalurus palustris,R,Least Concern,Schedule-IV,,Appendix II,,,,,-9.628400684,-18.53343152,-0.723369853,-9.63±8.91,14.835167,14.770667,14.899667,14.84±0.06,Data Deficient,Uncertain,Moderate,Low
Broad-tailed Grassbird,Schoenicola platyurus,R,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,2.5223831,2.4415831,2.6031831,2.52±0.08,Data Deficient,Data Deficient,Restricted,High
West Himalayan Bush Warbler,Locustella kashmirensis,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,0.5609,0.5609,0.5609,0.56,Data Deficient,Data Deficient,Very Restricted,High
Spotted Bush Warbler,Locustella thoracica,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,2.6535167,2.5900167,2.7170167,2.65±0.06,Data Deficient,Data Deficient,Restricted,Moderate
Bristled Grassbird,Chaetornis striata,LM,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,0.9582267,0.9177267,0.9987267,0.96±0.04,Data Deficient,Data Deficient,Restricted,High
Common Tailorbird,Orthotomus sutorius,R,Least Concern,Schedule-IV,,Appendix II,13.41514545,2.42328855,24.40700235,13.42±10.99,2.816923911,1.112997068,4.520850754,2.82±1.7,189.4378644,189.3573644,189.5183644,189.44±0.08,Stable,Moderate Increase,Very Large,Low
Striated Prinia,Prinia crinigera,R,Least Concern,Schedule-IV,,Appendix II,-31.39562404,-73.58088885,10.78964077,-31.4±42.19,9.677512773,-3.822938477,23.17796402,9.68±13.5,16.2010366,16.1337366,16.2683366,16.2±0.07,Uncertain,Uncertain,Moderate,Low
Black-throated Prinia,Prinia atrogularis,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,4.8666102,4.7887102,4.9445102,4.87±0.08,Data Deficient,Data Deficient,Moderate,Moderate
Grey-crowned Prinia,Prinia cinereocapilla,R,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,0.375,0.375,0.375,0.38,Data Deficient,Data Deficient,Very Restricted,High
Rufous-fronted Prinia,Prinia buchanani,R,Least Concern,Schedule-IV,,Appendix II,-74.57393989,-85.51251345,-63.63536633,-74.57±10.94,-9.922844803,-15.13966851,-4.706021097,-9.92±5.22,34.5094692,34.4049692,34.6139692,34.51±0.1,Strong Decline,Strong Decline,Large,High
Grey-breasted Prinia,Prinia hodgsonii,R,Least Concern,Schedule-IV,,Appendix II,-37.54196748,-50.29711664,-24.78681832,-37.54±12.76,-1.498210736,-4.911552911,1.915131439,-1.5±3.41,119.0298031,118.9314031,119.1282031,119.03±0.1,Stable,Uncertain,Very Large,Low
Graceful Prinia,Prinia gracilis,R,Least Concern,Schedule-IV,,Appendix II,,,,,14.34467183,1.14302285,27.54632081,14.34±13.2,25.9965083,25.9055083,26.0875083,26±0.09,Data Deficient,Moderate Increase,Large,Low
Jungle Prinia,Prinia sylvatica,R,Least Concern,Schedule-IV,,Appendix II,-36.85662701,-55.73383755,-17.97941647,-36.86±18.88,-1.559891357,-6.508192075,3.388409361,-1.56±4.95,92.5489197,92.4456197,92.6522197,92.55±0.1,Stable,Uncertain,Large,Low
Yellow-bellied Prinia,Prinia flaviventris,R,Least Concern,Schedule-IV,,Appendix II,,,,,-3.131457312,-13.03298708,6.770072455,-3.13±9.9,18.0239263,17.9363263,18.1115263,18.02±0.09,Data Deficient,Uncertain,Moderate,Low
Ashy Prinia,Prinia socialis,R,Least Concern,Schedule-IV,,Appendix II,104.724553,67.74849256,141.7006134,104.72±36.98,-0.145316788,-2.955629641,2.664996065,-0.15±2.81,167.9781758,167.9042758,168.0520758,167.98±0.07,Strong Increase,Uncertain,Very Large,Low
Plain Prinia,Prinia inornata,R,Least Concern,Schedule-IV,,Appendix II,120.8159324,83.06701925,158.5648456,120.82±37.75,-0.68162762,-3.309098185,1.945842945,-0.68±2.63,176.3686742,176.2724742,176.4648742,176.37±0.1,Strong Increase,Uncertain,Very Large,Low
Zitting Cisticola,Cisticola juncidis,R,Least Concern,Schedule-IV,,Appendix II,-15.2197931,-34.13871705,3.69913085,-15.22±18.92,-5.027236629,-8.168355733,-1.886117525,-5.03±3.14,123.3885752,123.2714752,123.5056752,123.39±0.12,Stable,Moderate Decline,Very Large,Low
Golden-headed Cisticola,Cisticola exilis,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,5.3989942,5.3343942,5.4635942,5.4±0.06,Data Deficient,Data Deficient,Moderate,Moderate
Lesser Whitethroat,Sylvia curruca,LM,Least Concern,Schedule-IV,,Appendix II,-47.62221425,-77.91973613,-17.32469237,-47.62±30.3,2.738840171,-8.707934059,14.1856144,2.74±11.45,80.2659064,80.1806064,80.3512064,80.27±0.09,Uncertain,Uncertain,Large,Low
Eastern Orphean Warbler,Sylvia crassirostris,W/P,Least Concern,Schedule-IV,,Appendix II,,,,,-5.478456811,-28.74573854,17.78882492,-5.48±23.27,11.9907422,11.8813422,12.1001422,11.99±0.11,Data Deficient,Uncertain,Moderate,Low
Fire-tailed Myzornis,Myzornis pyrrhoura,R,Least Concern,Schedule-IV,,Appendix II,,,,,16.62535048,-12.48550427,45.73620523,16.63±29.11,2.3605382,2.2945382,2.4265382,2.36±0.07,Data Deficient,Uncertain,Restricted,Moderate
Yellow-eyed Babbler,Chrysomma sinense,R,Least Concern,Schedule-IV,,Appendix II,-6.638798246,-28.65540794,15.37781144,-6.64±22.02,-4.906802934,-8.187425619,-1.626180249,-4.91±3.28,113.4443712,113.3421712,113.5465712,113.44±0.1,Stable,Moderate Decline,Very Large,Low
Jerdon's Babbler,Chrysomma altirostre,R,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,2.1119509,2.0348509,2.1890509,2.11±0.08,Data Deficient,Data Deficient,Restricted,High
White-browed Fulvetta,Fulvetta vinipectus,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,3.4891577,3.4261577,3.5521577,3.49±0.06,Data Deficient,Data Deficient,Restricted,Moderate
White-breasted Parrotbill,Psittiparus ruficeps,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,0.9481557,0.8767557,1.0195557,0.95±0.07,Data Deficient,Data Deficient,Restricted,Moderate
Black-breasted Parrotbill,Paradoxornis flavirostris,R,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,1.4309865,1.3440865,1.5178865,1.43±0.09,Data Deficient,Data Deficient,Restricted,High
Lesser Rufous-headed Parrotbill,Chleuasicus atrosuperciliaris,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,2.1596158,2.0579158,2.2613158,2.16±0.1,Data Deficient,Data Deficient,Restricted,Moderate
Black-throated Parrotbill,Suthora nipalensis,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,4.7458794,4.6348794,4.8568794,4.75±0.11,Data Deficient,Data Deficient,Moderate,Moderate
Striated Yuhina,Yuhina castaniceps,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,6.5050489,6.4175489,6.5925489,6.51±0.09,Data Deficient,Data Deficient,Moderate,Moderate
White-naped Yuhina,Yuhina bakeri,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,4.4020982,4.3413982,4.4627982,4.4±0.06,Data Deficient,Data Deficient,Moderate,Moderate
Whiskered Yuhina,Yuhina flavicollis,R,Least Concern,Schedule-IV,,Appendix II,9.262860414,-50.06343516,68.58915598,9.26±59.33,-3.536147981,-11.77939221,4.707096243,-3.54±8.24,17.2192551,17.1605551,17.2779551,17.22±0.06,Uncertain,Uncertain,Moderate,Low
Stripe-throated Yuhina,Yuhina gularis,R,Least Concern,Schedule-IV,,Appendix II,,,,,-5.560942067,-89.30331513,78.18143099,-5.56±83.74,6.3275379,6.2697379,6.3853379,6.33±0.06,Data Deficient,Uncertain,Moderate,Low
Rufous-vented Yuhina,Yuhina occipitalis,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,3.6226455,3.5356455,3.7096455,3.62±0.09,Data Deficient,Data Deficient,Restricted,Moderate
Black-chinned Yuhina,Yuhina nigrimenta,R,Least Concern,Schedule-IV,,Appendix II,,,,,2.322196955,-35.88515456,40.52954847,2.32±38.21,7.4074948,7.3506948,7.4642948,7.41±0.06,Data Deficient,Uncertain,Moderate,Low
Oriental White-eye,Zosterops palpebrosus,R,Least Concern,Schedule-IV,,Appendix II,-9.087128397,-24.99635551,6.822098713,-9.09±15.91,1.291675775,-1.833193333,4.416544883,1.29±3.12,143.442045,143.360745,143.523345,143.44±0.08,Stable,Uncertain,Very Large,Low
Chestnut-capped Babbler,Timalia pileata,R,Least Concern,Schedule-IV,,Appendix II,,,,,10.68960969,-72.70624473,94.08546411,10.69±83.4,7.8175918,7.7413918,7.8937918,7.82±0.08,Data Deficient,Uncertain,Moderate,Low
Pin-striped Tit Babbler,Mixornis gularis,R,Least Concern,Schedule-IV,,Appendix II,-6.306128614,-73.82262585,61.21036863,-6.31±67.52,5.32164015,-10.44992618,21.09320648,5.32±15.77,14.6012528,14.5387528,14.6637528,14.6±0.06,Uncertain,Uncertain,Moderate,Low
Tawny-bellied Babbler,Dumetia hyperythra,R,Least Concern,Schedule-IV,,Appendix II,-42.29245765,-58.37362549,-26.21128981,-42.29±16.08,-0.087947944,-4.873410904,4.697515016,-0.09±4.79,67.6359106,67.5442106,67.7276106,67.64±0.09,Moderate Decline,Uncertain,Large,Moderate
Dark-fronted Babbler,Rhopocichla atriceps,R,Least Concern,Schedule-IV,,Appendix II,-79.21482856,-91.78599679,-66.64366033,-79.21±12.57,-6.669331863,-15.346505,2.007841272,-6.67±8.68,9.5811921,9.5462921,9.6160921,9.58±0.03,Strong Decline,Uncertain,Moderate,Moderate
Golden Babbler,Cyanoderma chrysaeum,R,Least Concern,Schedule-IV,,Appendix II,,,,,-9.097054902,-25.09354455,6.899434748,-9.1±16,7.5380416,7.4367416,7.6393416,7.54±0.1,Data Deficient,Uncertain,Moderate,Low
Black-chinned Babbler,Cyanoderma pyrrhops,R,Least Concern,Schedule-IV,,Appendix II,0.270438821,-62.55108134,63.09195898,0.27±62.82,11.46463141,-2.31927096,25.24853378,11.46±13.78,9.8298835,9.7788835,9.8808835,9.83±0.05,Uncertain,Uncertain,Moderate,Low
Rufous-capped Babbler,Cyanoderma ruficeps,R,Least Concern,Schedule-IV,,Appendix II,,,,,-5.478652259,-22.90619663,11.94889211,-5.48±17.43,8.8218563,8.7548563,8.8888563,8.82±0.07,Data Deficient,Uncertain,Moderate,Low
Buff-chested Babbler,Cyanoderma ambiguum,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,4.7938408,4.6447408,4.9429408,4.79±0.15,Data Deficient,Data Deficient,Moderate,Moderate
Rufous-throated Wren Babbler,Spelaeornis caudatus,R,Near Threatened,Schedule-IV,,Appendix II,,,,,,,,,1.6466418,1.6072418,1.6860418,1.65±0.04,Data Deficient,Data Deficient,Restricted,Moderate
Mishmi Wren Babbler,Spelaeornis badeigularis,R,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,0.7080384,0.6390384,0.7770384,0.71±0.07,Data Deficient,Data Deficient,Restricted,High
Bar-winged Wren Babbler,Spelaeornis troglodytoides,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,0.555395,0.526695,0.584095,0.56±0.03,Data Deficient,Data Deficient,Very Restricted,High
Naga Wren Babbler,Spelaeornis chocolatinus,R,Near Threatened,Schedule-IV,,Appendix II,,,,,,,,,0.3125,0.3125,0.3125,0.31,Data Deficient,Data Deficient,Very Restricted,High
Tawny-breasted Wren Babbler,Spelaeornis longicaudatus,R,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,0.125,0.125,0.125,0.12,Data Deficient,Data Deficient,Very Restricted,High
Slender-billed Scimitar Babbler,Pomatorhinus superciliaris,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,3.6204589,3.5203589,3.7205589,3.62±0.1,Data Deficient,Data Deficient,Restricted,Moderate
Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,R,Least Concern,Schedule-IV,,Appendix II,,,,,5.848616659,-25.87928286,37.57651618,5.85±31.73,6.995842,6.932442,7.059242,7±0.06,Data Deficient,Uncertain,Moderate,Low
Indian Scimitar Babbler,Pomatorhinus horsfieldii,R,Least Concern,Schedule-IV,,Appendix II,-56.31445623,-72.06198607,-40.56692639,-56.31±15.75,-2.204202499,-8.252164647,3.843759649,-2.2±6.05,27.5772435,27.5286435,27.6258435,27.58±0.05,Moderate Decline,Uncertain,Large,Moderate
White-browed Scimitar Babbler,Pomatorhinus schisticeps,R,Least Concern,Schedule-IV,,Appendix II,,,,,-2.281625954,-13.27156047,8.708308566,-2.28±10.99,14.7096344,14.6294344,14.7898344,14.71±0.08,Data Deficient,Uncertain,Moderate,Low
Rusty-cheeked Scimitar Babbler,Erythrogenys erythrogenys,R,Least Concern,Schedule-IV,,Appendix II,-4.710134229,-63.17656854,53.75630008,-4.71±58.47,8.832445638,-4.869129432,22.53402071,8.83±13.7,10.6144658,10.5667658,10.6621658,10.61±0.05,Uncertain,Uncertain,Moderate,Low
Spot-breasted Scimitar Babbler,Erythrogenys mcclellandi,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,3.350541,3.261241,3.439841,3.35±0.09,Data Deficient,Data Deficient,Restricted,Moderate
Snowy-throated Babbler,Stachyris oglei,R,Vulnerable,Schedule-IV,,Appendix II,,,,,,,,,0.1549,0.1549,0.1549,0.15,Data Deficient,Data Deficient,Very Restricted,High
Sikkim Wedge-billed Babbler,Stachyris humei,R,Near Threatened,Schedule-IV,,Appendix II,,,,,,,,,0.6093098,0.5465098,0.6721098,0.61±0.06,Data Deficient,Data Deficient,Very Restricted,High
Cachar Wedge-billed Babbler,Stachyris roberti,R,Near Threatened,Schedule-IV,,Appendix II,,,,,,,,,1.0890106,1.0040106,1.1740106,1.09±0.08,Data Deficient,Data Deficient,Restricted,Moderate
White-hooded Babbler,Gampsorhynchus rufulus,R,Least Concern,Schedule-IV,,Appendix II,,,,,-6.809824779,-24.24507217,10.62542261,-6.81±17.44,2.6508694,2.5772694,2.7244694,2.65±0.07,Data Deficient,Uncertain,Restricted,Moderate
Yellow-throated Fulvetta,Schoeniparus cinereus,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,2.4467539,2.3960539,2.4974539,2.45±0.05,Data Deficient,Data Deficient,Restricted,Moderate
Rufous-throated Fulvetta,Schoeniparus rufogularis,R,Least Concern,Schedule-IV,,Appendix II,,,,,,,,,0.6897955,0.6206955,0.7588955,0.69±0.07,Data Deficient,Data Deficient,Restricted,Moderate
Rufous-vented Grass Babbler,Laticilla burnesii,R,Near Threatened,Schedule-IV,,Appendix II,,,,,,,,,1.1556577,1.1054577,1.2058577,1.16±0.05,Data Deficient,Data Deficient,Restricted,Moderate
Swamp Grass Babbler,Laticilla cinerascens,R,Endangered,Schedule-IV,,Appendix II,,,,,,,,,0.1875,0.1875,0.1875,0.19,Data Deficient,Data Deficient,Very Restricted,High
