"sl","Common.Name","Scientific.Name","eBird.English.Name.2018","eBird.English.Name.2019","eBird.species.group","order","family","IUCN","WLPA.Schedule","Long.Term.Analysis","Current.Analysis","Long.Term.Trend","Long.Term.Trend.CI","Current.Annual.Change","Current.Annual.Change.CI","Range.Size","Range.Size.CI","Long.Term.Status","Current.Status","Range.Status","Concern.Status","Migratory.Status","Diet.Category","Waterbirds","Raptors","Raptors.Scavengers","Raptors.Composite","Waterbirds.Composite","Habitat.Composite","Endemics.Composite","Diet.Composite"
717,"Rufous-breasted Bush Robin","Tarsiger hyperythrus","Rufous-breasted Bush-Robin","Rufous-breasted Bush-Robin","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,2.6956664,0.0716999999999999,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
718,"Golden Bush Robin","Tarsiger chrysaeus","Golden Bush-Robin","Golden Bush-Robin","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","X",NA,NA,-0.02137032,48.15747927,9.9338485,0.0981000000000005,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
719,"Black-and-orange Flycatcher","Ficedula nigrorufa","Black-and-orange Flycatcher","Black-and-orange Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","X",NA,NA,3.781338907,16.59666031,3.3119233,0.0383,"Data Deficient","Uncertain","Restricted","Moderate","Resident","Invertebrate","","","","","","Generalists","Western-Ghats","Invertebrate"
720,"Slaty-blue Flycatcher","Ficedula tricolor","Slaty-blue Flycatcher","Slaty-blue Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-44.66737182,42.76855039,-4.826350864,11.85117655,18.8223648,0.121300000000002,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
721,"Snowy-browed Flycatcher","Ficedula hyperythra","Snowy-browed Flycatcher","Snowy-browed Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","X",NA,NA,-1.871725796,63.28681605,11.9281579,0.138499999999999,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
722,"Pygmy Blue Flycatcher","Ficedula hodgsoni","Pygmy Flycatcher","Pygmy Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,6.4484125,0.1331,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
723,"Rufous-gorgeted Flycatcher","Ficedula strophiata","Rufous-gorgeted Flycatcher","Rufous-gorgeted Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-52.02517337,38.49497845,-5.304361899,11.7732411,16.7982673,0.0776000000000003,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
724,"Sapphire Flycatcher","Ficedula sapphira","Sapphire Flycatcher","Sapphire Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,5.8528744,0.111899999999999,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
725,"Little Pied Flycatcher","Ficedula westermanni","Little Pied Flycatcher","Little Pied Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-52.53912921,34.52739314,-1.745388878,12.28710092,13.9430593,0.0962999999999994,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
726,"Ultramarine Flycatcher","Ficedula superciliaris","Ultramarine Flycatcher","Ultramarine Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-31.00748865,36.85065313,-0.933982617,9.330842399,6.7374955,0.0593000000000004,"Uncertain","Uncertain","Moderate","Low","Migratory-Local","Invertebrate","","","","","","Generalists","","Invertebrate"
727,"Rusty-tailed Flycatcher","Ficedula ruficauda","Rusty-tailed Flycatcher","Rusty-tailed Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-74.78777703,85.15668954,-10.97549311,41.27207491,1.7892248,0.1978,"Uncertain","Uncertain","Restricted","Moderate","Migratory-Local","Invertebrate","","","","","","Forests","","Invertebrate"
728,"Taiga Flycatcher","Ficedula albicilla","Taiga Flycatcher","Taiga Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,NA,NA,"","","","","Migratory-Long-Distance","Invertebrate","","","","","","Generalists","","Invertebrate"
729,"Kashmir Flycatcher","Ficedula subrubra","Kashmir Flycatcher","Kashmir Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Vulnerable","Schedule-IV","","",NA,NA,NA,NA,0.9338504,0.0429,"Data Deficient","Data Deficient","Restricted","High","Migratory-Local","Invertebrate","","","","","","Generalists","Others-Subcontinent","Invertebrate"
730,"Red-breasted Flycatcher","Ficedula parva","Red-breasted Flycatcher","Red-breasted Flycatcher","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-28.1023891,24.68786799,-4.365819942,5.384234384,68.8682703,0.0899000000000001,"Stable","Uncertain","Large","Low","Migratory-Long-Distance","Invertebrate","","","","","","Generalists","","Invertebrate"
731,"Blue-fronted Redstart","Phoenicurus frontalis","Blue-fronted Redstart","Blue-fronted Redstart","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-56.62693529,37.62766384,3.441997733,17.34443549,16.6401098,0.0601999999999983,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
732,"Plumbeous Water Redstart","Phoenicurus fuliginosus","Plumbeous Redstart","Plumbeous Redstart","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-25.04094788,32.08563941,-9.494253813,5.118108279,26.0587375,0.0643999999999991,"Uncertain","Strong Decline","Large","Moderate","Resident","Invertebrate","","","","","","Wetlands","Resident-Non-Endemics","Invertebrate"
733,"White-capped Water Redstart","Phoenicurus leucocephalus","White-capped Redstart","White-capped Redstart","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-28.76865398,30.93031554,-3.673366104,6.780992894,29.6250991,0.0622000000000007,"Uncertain","Uncertain","Large","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
734,"Blue-capped Redstart","Phoenicurus coeruleocephala","Blue-capped Redstart","Blue-capped Redstart","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","X",NA,NA,8.132060988,24.57965881,12.1112653,0.0596000000000014,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
735,"White-winged Redstart","Phoenicurus erythrogastrus","White-winged Redstart","White-winged Redstart","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","X",NA,NA,-16.44867282,12.77673657,7.1820186,0.0602999999999998,"Data Deficient","Strong Decline","Moderate","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
736,"Black Redstart","Phoenicurus ochruros","Black Redstart","Black Redstart","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-45.85947083,18.24742949,-4.180777023,5.371796296,81.2940738,0.0812999999999988,"Moderate Decline","Uncertain","Large","Moderate","Migratory-Local","Invertebrate","","","","","","Generalists","","Invertebrate"
737,"Chestnut-bellied Rock Thrush","Monticola rufiventris","Chestnut-bellied Rock-Thrush","Chestnut-bellied Rock-Thrush","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-5.066303714,51.23082677,-4.892961737,7.518567577,17.2438466,0.0650999999999975,"Uncertain","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
738,"Blue-capped Rock Thrush","Monticola cinclorhyncha","Blue-capped Rock-Thrush","Blue-capped Rock-Thrush","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-37.30059666,27.10478312,-2.57091731,6.621949718,10.3561617,0.153500000000001,"Uncertain","Uncertain","Moderate","Low","Migratory-Local","Invertebrate","","","","","","Generalists","","Invertebrate"
739,"Blue Rock Thrush","Monticola solitarius","Blue Rock-Thrush","Blue Rock-Thrush","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-71.3722405,15.44103516,-6.090934502,8.449525563,56.6823178,0.1083,"Strong Decline","Uncertain","Large","Moderate","Migratory-Local","Omnivore","","","","","","Generalists","","Omnivorous"
740,"Stoliczka's Bushchat","Saxicola macrorhynchus","White-browed Bushchat","White-browed Bushchat","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Vulnerable","Schedule-IV","","",NA,NA,NA,NA,5.2820416,0.0772999999999993,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Grassland/Scrub","Others-Subcontinent","Invertebrate"
741,"Hodgson's Bushchat","Saxicola insignis","White-throated Bushchat","White-throated Bushchat","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Vulnerable","Schedule-IV","","",NA,NA,NA,NA,NA,NA,"Data Deficient","Data Deficient","Data Deficient","High","Migratory-Long-Distance","Invertebrate","","","","","","Wetlands","","Invertebrate"
742,"Siberian Stonechat","Saxicola maurus","Siberian Stonechat","Siberian Stonechat","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-3.604050648,27.91949474,0.638585516,5.243237358,99.9084766,0.0848000000000013,"Uncertain","Uncertain","Large","Low","Migratory-Local","Invertebrate","","","","","","Generalists","","Invertebrate"
743,"Pied Bushchat","Saxicola caprata","Pied Bushchat","Pied Bushchat","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",11.3577061,20.08672896,-3.01324175,2.913400751,61.8691059,0.0722999999999985,"Stable","Uncertain","Large","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
744,"Grey Bushchat","Saxicola ferreus","Gray Bushchat","Gray Bushchat","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",9.787798051,53.40723499,-6.418910809,6.945512825,29.8413913,0.0592999999999968,"Uncertain","Uncertain","Large","Low","Resident","Invertebrate","","","","","","Generalists","Resident-Non-Endemics","Invertebrate"
745,"Brown Rock Chat","Oenanthe fusca","Indian Chat","Brown Rock Chat","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",4.446751539,28.54063363,11.66641768,6.581857068,76.1251744,0.0870999999999924,"Uncertain","Strong Increase","Large","Low","Resident","Invertebrate","","","","","","Generalists","Others-Subcontinent","Invertebrate"
746,"Variable Wheatear","Oenanthe picata","Variable Wheatear","Variable Wheatear","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-58.42839568,59.90531637,-7.753292825,19.94760255,19.0140038,0.0794999999999995,"Uncertain","Uncertain","Moderate","Low","Migratory-Long-Distance","Invertebrate","","","","","","Generalists","","Invertebrate"
747,"Desert Wheatear","Oenanthe deserti","Desert Wheatear","Desert Wheatear","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","X","X",-58.36333776,48.80368261,-2.263256296,19.33248622,21.1724529,0.0706999999999987,"Uncertain","Uncertain","Moderate","Low","Migratory-Local","Invertebrate","","","","","","Generalists","","Invertebrate"
748,"Isabelline Wheatear","Oenanthe isabellina","Isabelline Wheatear","Isabelline Wheatear","Old World Flycatchers","Passeriformes","Muscicapidae (Old World Flycatchers)","Least Concern","Schedule-IV","","X",NA,NA,2.685123895,13.39044434,14.8357262,0.0807000000000002,"Data Deficient","Uncertain","Moderate","Low","Migratory-Long-Distance","Invertebrate","","","","","","Grassland/Scrub","","Invertebrate"
749,"Grandala","Grandala coelicolor","Grandala","Grandala","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,2.1249721,0.0517000000000003,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Omnivore","","","","","","Generalists","","Omnivorous"
750,"Long-tailed Thrush","Zoothera dixoni","Long-tailed Thrush","Long-tailed Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,5.5099758,0.166399999999999,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
751,"Alpine Thrush","Zoothera mollissima","Alpine Thrush","Alpine Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,5.4674689,0.085,"Data Deficient","Data Deficient","Moderate","Moderate","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
752,"Dark-sided Thrush","Zoothera marginata","Dark-sided Thrush","Dark-sided Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,2.7237305,0.1889,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
753,"Long-billed Thrush","Zoothera monticola","Long-billed Thrush","Long-billed Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","X",NA,NA,-4.537687233,42.60738519,6.6055337,0.0862000000000007,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Forests","","Invertebrate"
754,"Scaly Thrush","Zoothera dauma","Scaly Thrush","Scaly Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","X",NA,NA,23.923375,40.50209677,16.1032668,0.285499999999999,"Data Deficient","Uncertain","Moderate","Low","Resident","Invertebrate","","","","","","Generalists","","Invertebrate"
755,"Nilgiri Thrush","Zoothera neilgherriensis","Nilgiri Thrush","Nilgiri Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","X",NA,NA,-15.45184402,9.412935891,2.3250621,0.0526,"Data Deficient","Strong Decline","Restricted","High","Resident","","","","","","","Forests","Western-Ghats",""
756,"Purple Cochoa","Cochoa purpurea","Purple Cochoa","Purple Cochoa","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,0.6055941,0.1547,"Data Deficient","Data Deficient","Restricted","Moderate","Resident","Omnivore","","","","","","Forests","","Omnivorous"
757,"Pied Thrush","Geokichla wardii","Pied Thrush","Pied Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","",NA,NA,NA,NA,1.0138856,0.1341,"Data Deficient","Data Deficient","Restricted","Moderate","Migratory-Local","Invertebrate","","","","","","Generalists","Others-Subcontinent","Invertebrate"
758,"Orange-headed Thrush","Geokichla citrina","Orange-headed Thrush","Orange-headed Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","X","X",-51.76472905,14.03924808,-1.320637491,4.843894612,25.7854807,0.0616999999999983,"Moderate Decline","Uncertain","Large","Moderate","Resident","Omnivore","","","","","","Generalists","Resident-Non-Endemics","Omnivorous"
759,"Mistle Thrush","Turdus viscivorus","Mistle Thrush","Mistle Thrush","Thrushes","Passeriformes","Turdidae (Thrushes and Allies)","Least Concern","Schedule-IV","","X",NA,NA,-9.347262337,11.4396283,8.8654776,0.0747999999999998,"Data Deficient","Uncertain","Moderate","Low","Resident","Omnivore","","","","","","Generalists","","Omnivorous"
