eBird English Name 2018,eBird Scientific Name 2018,India Checklist Name,India Scientific Name,eBird English Name 2019,eBird Scientific Name 2019,IUCN,Schedule,CITES Appendix,CMS Appendix
Large-billed Reed Warbler,Acrocephalus orinus,Large-billed Reed Warbler,Acrocephalus orinus,Large-billed Reed Warbler,Acrocephalus orinus,Data Deficient,Schedule-IV,,Appendix II
Great Reed Warbler,Acrocephalus arundinaceus,Great Reed Warbler,Acrocephalus arundinaceus,Great Reed Warbler,Acrocephalus arundinaceus,Least Concern,Schedule-IV,,Appendix II
Oriental Reed Warbler,Acrocephalus orientalis,Oriental Reed Warbler,Acrocephalus orientalis,Oriental Reed Warbler,Acrocephalus orientalis,Least Concern,Schedule-IV,,Appendix II
Clamorous Reed Warbler,Acrocephalus stentoreus,Clamorous Reed Warbler,Acrocephalus stentoreus,Clamorous Reed Warbler,Acrocephalus stentoreus,Least Concern,Schedule-IV,,Appendix II
Striated Grassbird,Megalurus palustris,Striated Grassbird,Megalurus palustris,Striated Grassbird,Megalurus palustris,Least Concern,Schedule-IV,,Appendix II
Broad-tailed Grassbird,Schoenicola platyurus,Broad-tailed Grassbird,Schoenicola platyurus,Broad-tailed Grassbird,Schoenicola platyurus,Vulnerable,Schedule-IV,,Appendix II
Pallas's Grasshopper-Warbler,Locustella certhiola,Rusty-rumped Warbler,Locustella certhiola,Pallas's Grasshopper-Warbler,Locustella certhiola,Least Concern,Schedule-IV,,Appendix II
Lanceolated Warbler,Locustella lanceolata,Lanceolated Warbler,Locustella lanceolata,Lanceolated Warbler,Locustella lanceolata,Least Concern,Schedule-IV,,Appendix II
Brown Bush Warbler,Locustella luteoventris,Brown Bush Warbler,Locustella luteoventris,Brown Bush Warbler,Locustella luteoventris,Least Concern,Schedule-IV,,Appendix II
Chinese Bush Warbler,Locustella tacsanowskia,Chinese Bush Warbler,Locustella tacsanowskia,Chinese Bush Warbler,Locustella tacsanowskia,Least Concern,Schedule-IV,,Appendix II
Long-billed Bush Warbler,Locustella major,Long-billed Bush Warbler,Locustella major,Long-billed Bush Warbler,Locustella major,Near Threatened,Schedule-IV,,Appendix II
Common Grasshopper-Warbler,Locustella naevia,Grasshopper Warbler,Locustella naevia,Common Grasshopper-Warbler,Locustella naevia,Least Concern,Schedule-IV,,Appendix II
Baikal Bush Warbler,Locustella davidi,Baikal Bush Warbler,Locustella davidi,Baikal Bush Warbler,Locustella davidi,Least Concern,Schedule-IV,,Appendix II
West Himalayan Bush Warbler,Locustella kashmirensis,West Himalayan Bush Warbler,Locustella kashmirensis,West Himalayan Bush Warbler,Locustella kashmirensis,Least Concern,Schedule-IV,,Appendix II
Spotted Bush Warbler,Locustella thoracica,Spotted Bush Warbler,Locustella thoracica,Spotted Bush Warbler,Locustella thoracica,Least Concern,Schedule-IV,,Appendix II
Russet Bush Warbler,Locustella mandelli,Russet Bush Warbler,Locustella mandelli,Russet Bush Warbler,Locustella mandelli,Least Concern,Schedule-IV,,Appendix II
Bristled Grassbird,Chaetornis striata,Bristled Grassbird,Chaetornis striata,Bristled Grassbird,Chaetornis striata,Vulnerable,Schedule-IV,,Appendix II
Common Tailorbird,Orthotomus sutorius,Common Tailorbird,Orthotomus sutorius,Common Tailorbird,Orthotomus sutorius,Least Concern,Schedule-IV,,Appendix II
Dark-necked Tailorbird,Orthotomus atrogularis,Dark-necked Tailorbird,Orthotomus atrogularis,Dark-necked Tailorbird,Orthotomus atrogularis,Least Concern,Schedule-IV,,Appendix II
Striated Prinia,Prinia crinigera,Striated Prinia,Prinia crinigera,Striated Prinia,Prinia crinigera,Least Concern,Schedule-IV,,Appendix II
Black-throated Prinia,Prinia atrogularis,Black-throated Prinia,Prinia atrogularis,Black-throated Prinia,Prinia atrogularis,Least Concern,Schedule-IV,,Appendix II
Hill Prinia,Prinia superciliaris,Hill Prinia,Prinia superciliaris,Hill Prinia,Prinia superciliaris,Least Concern,Schedule-IV,,Appendix II
Gray-crowned Prinia,Prinia cinereocapilla,Grey-crowned Prinia,Prinia cinereocapilla,Gray-crowned Prinia,Prinia cinereocapilla,Vulnerable,Schedule-IV,,Appendix II
Rufous-fronted Prinia,Prinia buchanani,Rufous-fronted Prinia,Prinia buchanani,Rufous-fronted Prinia,Prinia buchanani,Least Concern,Schedule-IV,,Appendix II
Rufescent Prinia,Prinia rufescens,Rufescent Prinia,Prinia rufescens,Rufescent Prinia,Prinia rufescens,Least Concern,Schedule-IV,,Appendix II
Gray-breasted Prinia,Prinia hodgsonii,Grey-breasted Prinia,Prinia hodgsonii,Gray-breasted Prinia,Prinia hodgsonii,Least Concern,Schedule-IV,,Appendix II
Graceful Prinia,Prinia gracilis,Graceful Prinia,Prinia gracilis,Graceful Prinia,Prinia gracilis,Least Concern,Schedule-IV,,Appendix II
Jungle Prinia,Prinia sylvatica,Jungle Prinia,Prinia sylvatica,Jungle Prinia,Prinia sylvatica,Least Concern,Schedule-IV,,Appendix II
Yellow-bellied Prinia,Prinia flaviventris,Yellow-bellied Prinia,Prinia flaviventris,Yellow-bellied Prinia,Prinia flaviventris,Least Concern,Schedule-IV,,Appendix II
Ashy Prinia,Prinia socialis,Ashy Prinia,Prinia socialis,Ashy Prinia,Prinia socialis,Least Concern,Schedule-IV,,Appendix II
Plain Prinia,Prinia inornata,Plain Prinia,Prinia inornata,Plain Prinia,Prinia inornata,Least Concern,Schedule-IV,,Appendix II
Zitting Cisticola,Cisticola juncidis,Zitting Cisticola,Cisticola juncidis,Zitting Cisticola,Cisticola juncidis,Least Concern,Schedule-IV,,Appendix II
Golden-headed Cisticola,Cisticola exilis,Golden-headed Cisticola,Cisticola exilis,Golden-headed Cisticola,Cisticola exilis,Least Concern,Schedule-IV,,Appendix II
Garden Warbler,Sylvia borin,Garden Warbler,Sylvia borin,Garden Warbler,Sylvia borin,Least Concern,Schedule-IV,,Appendix II
Asian Desert Warbler,Sylvia nana,Asian Desert Warbler,Sylvia nana,Asian Desert Warbler,Sylvia nana,Least Concern,Schedule-IV,,Appendix II
Barred Warbler,Sylvia nisoria,Barred Warbler,Sylvia nisoria,Barred Warbler,Sylvia nisoria,Least Concern,Schedule-IV,,Appendix II
Desert Whitethroat,Sylvia minula,Lesser Whitethroat,Sylvia curruca,Lesser Whitethroat,Sylvia curruca,Least Concern,Schedule-IV,,Appendix II
Hume's Whitethroat,Sylvia althaea,Lesser Whitethroat,Sylvia curruca,Lesser Whitethroat,Sylvia curruca,Least Concern,Schedule-IV,,Appendix II
Lesser Whitethroat,Sylvia curruca,Lesser Whitethroat,Sylvia curruca,Lesser Whitethroat,Sylvia curruca,Least Concern,Schedule-IV,,Appendix II
Eastern Orphean Warbler,Sylvia crassirostris,Eastern Orphean Warbler,Sylvia crassirostris,Eastern Orphean Warbler,Sylvia crassirostris,Least Concern,Schedule-IV,,Appendix II
Greater Whitethroat,Sylvia communis,Common Whitethroat,Sylvia communis,Greater Whitethroat,Sylvia communis,Least Concern,Schedule-IV,,Appendix II
Fire-tailed Myzornis,Myzornis pyrrhoura,Fire-tailed Myzornis,Myzornis pyrrhoura,Fire-tailed Myzornis,Myzornis pyrrhoura,Least Concern,Schedule-IV,,Appendix II
Golden-breasted Fulvetta,Lioparus chrysotis,Golden-breasted Fulvetta,Lioparus chrysotis,Golden-breasted Fulvetta,Lioparus chrysotis,Least Concern,Schedule-IV,,Appendix II
Yellow-eyed Babbler,Chrysomma sinense,Yellow-eyed Babbler,Chrysomma sinense,Yellow-eyed Babbler,Chrysomma sinense,Least Concern,Schedule-IV,,Appendix II
Jerdon's Babbler,Chrysomma altirostre,Jerdon's Babbler,Chrysomma altirostre,Jerdon's Babbler,Chrysomma altirostre,Vulnerable,Schedule-IV,,Appendix II
White-browed Fulvetta,Fulvetta vinipectus,White-browed Fulvetta,Fulvetta vinipectus,White-browed Fulvetta,Fulvetta vinipectus,Least Concern,Schedule-IV,,Appendix II
Streak-throated Fulvetta,Fulvetta manipurensis,Manipur Fulvetta,Fulvetta manipurensis,Streak-throated Fulvetta,Fulvetta manipurensis,Least Concern,Schedule-IV,,Appendix II
Great Parrotbill,Conostoma aemodium,Great Parrotbill,Conostoma aemodium,Great Parrotbill,Conostoma aemodium,Least Concern,Schedule-IV,,Appendix II
Brown Parrotbill,Cholornis unicolor,Brown Parrotbill,Cholornis unicolor,Brown Parrotbill,Cholornis unicolor,Least Concern,Schedule-IV,,Appendix II
Gray-headed Parrotbill,Psittiparus gularis,Grey-headed Parrotbill,Psittiparus gularis,Gray-headed Parrotbill,Psittiparus gularis,Least Concern,Schedule-IV,,Appendix II
White-breasted Parrotbill,Psittiparus ruficeps,White-breasted Parrotbill,Psittiparus ruficeps,White-breasted Parrotbill,Psittiparus ruficeps,Least Concern,Schedule-IV,,Appendix II
Rufous-headed Parrotbill,Psittiparus bakeri,Rufous-headed Parrotbill,Psittiparus bakeri,Rufous-headed Parrotbill,Psittiparus bakeri,Least Concern,Schedule-IV,,Appendix II
Black-breasted Parrotbill,Paradoxornis flavirostris,Black-breasted Parrotbill,Paradoxornis flavirostris,Black-breasted Parrotbill,Paradoxornis flavirostris,Vulnerable,Schedule-IV,,Appendix II
Spot-breasted Parrotbill,Paradoxornis guttaticollis,Spot-breasted Parrotbill,Paradoxornis guttaticollis,Spot-breasted Parrotbill,Paradoxornis guttaticollis,Least Concern,Schedule-IV,,Appendix II
Pale-billed Parrotbill,Chleuasicus atrosuperciliaris,Lesser Rufous-headed Parrotbill,Chleuasicus atrosuperciliaris,Pale-billed Parrotbill,Chleuasicus atrosuperciliaris,Least Concern,Schedule-IV,,Appendix II
Fulvous Parrotbill,Suthora fulvifrons,Fulvous Parrotbill,Suthora fulvifrons,Fulvous Parrotbill,Suthora fulvifrons,Least Concern,Schedule-IV,,Appendix II
Black-throated Parrotbill,Suthora nipalensis,Black-throated Parrotbill,Suthora nipalensis,Black-throated Parrotbill,Suthora nipalensis,Least Concern,Schedule-IV,,Appendix II
Striated Yuhina,Yuhina castaniceps,Striated Yuhina,Yuhina castaniceps,Striated Yuhina,Yuhina castaniceps,Least Concern,Schedule-IV,,Appendix II
White-naped Yuhina,Yuhina bakeri,White-naped Yuhina,Yuhina bakeri,White-naped Yuhina,Yuhina bakeri,Least Concern,Schedule-IV,,Appendix II
Whiskered Yuhina,Yuhina flavicollis,Whiskered Yuhina,Yuhina flavicollis,Whiskered Yuhina,Yuhina flavicollis,Least Concern,Schedule-IV,,Appendix II
Stripe-throated Yuhina,Yuhina gularis,Stripe-throated Yuhina,Yuhina gularis,Stripe-throated Yuhina,Yuhina gularis,Least Concern,Schedule-IV,,Appendix II
Rufous-vented Yuhina,Yuhina occipitalis,Rufous-vented Yuhina,Yuhina occipitalis,Rufous-vented Yuhina,Yuhina occipitalis,Least Concern,Schedule-IV,,Appendix II
Black-chinned Yuhina,Yuhina nigrimenta,Black-chinned Yuhina,Yuhina nigrimenta,Black-chinned Yuhina,Yuhina nigrimenta,Least Concern,Schedule-IV,,Appendix II
Chestnut-flanked White-eye,Zosterops erythropleurus,Chestnut-flanked White-eye,Zosterops erythropleurus,Chestnut-flanked White-eye,Zosterops erythropleurus,Least Concern,Schedule-IV,,Appendix II
Oriental White-eye,Zosterops palpebrosus,Oriental White-eye,Zosterops palpebrosus,Indian White-eye,Zosterops palpebrosus,Least Concern,Schedule-IV,,Appendix II
Chestnut-capped Babbler,Timalia pileata,Chestnut-capped Babbler,Timalia pileata,Chestnut-capped Babbler,Timalia pileata,Least Concern,Schedule-IV,,Appendix II
Pin-striped Tit-Babbler,Mixornis gularis,Pin-striped Tit Babbler,Mixornis gularis,Pin-striped Tit-Babbler,Mixornis gularis,Least Concern,Schedule-IV,,Appendix II
Tawny-bellied Babbler,Dumetia hyperythra,Tawny-bellied Babbler,Dumetia hyperythra,Tawny-bellied Babbler,Dumetia hyperythra,Least Concern,Schedule-IV,,Appendix II
Dark-fronted Babbler,Rhopocichla atriceps,Dark-fronted Babbler,Rhopocichla atriceps,Dark-fronted Babbler,Rhopocichla atriceps,Least Concern,Schedule-IV,,Appendix II
Golden Babbler,Cyanoderma chrysaeum,Golden Babbler,Cyanoderma chrysaeum,Golden Babbler,Cyanoderma chrysaeum,Least Concern,Schedule-IV,,Appendix II
Black-chinned Babbler,Cyanoderma pyrrhops,Black-chinned Babbler,Cyanoderma pyrrhops,Black-chinned Babbler,Cyanoderma pyrrhops,Least Concern,Schedule-IV,,Appendix II
Rufous-capped Babbler,Cyanoderma ruficeps,Rufous-capped Babbler,Cyanoderma ruficeps,Rufous-capped Babbler,Cyanoderma ruficeps,Least Concern,Schedule-IV,,Appendix II
Buff-chested Babbler,Cyanoderma ambiguum,Buff-chested Babbler,Cyanoderma ambiguum,Buff-chested Babbler,Cyanoderma ambiguum,Least Concern,Schedule-IV,,Appendix II
Rufous-throated Wren-Babbler,Spelaeornis caudatus,Rufous-throated Wren Babbler,Spelaeornis caudatus,Rufous-throated Wren-Babbler,Spelaeornis caudatus,Near Threatened,Schedule-IV,,Appendix II
Rusty-throated Wren-Babbler,Spelaeornis badeigularis,Mishmi Wren Babbler,Spelaeornis badeigularis,Rusty-throated Wren-Babbler,Spelaeornis badeigularis,Vulnerable,Schedule-IV,,Appendix II
Bar-winged Wren-Babbler,Spelaeornis troglodytoides,Bar-winged Wren Babbler,Spelaeornis troglodytoides,Bar-winged Wren-Babbler,Spelaeornis troglodytoides,Least Concern,Schedule-IV,,Appendix II
Long-tailed Wren-Babbler,Spelaeornis chocolatinus,Naga Wren Babbler,Spelaeornis chocolatinus,Long-tailed Wren-Babbler,Spelaeornis chocolatinus,Near Threatened,Schedule-IV,,Appendix II
Chin Hills Wren-Babbler,Spelaeornis oatesi,Chin Hills Wren Babbler,Spelaeornis oatesi,Chin Hills Wren-Babbler,Spelaeornis oatesi,Least Concern,Schedule-IV,,Appendix II
Gray-bellied Wren-Babbler,Spelaeornis reptatus,Grey-bellied Wren Babbler,Spelaeornis reptatus,Gray-bellied Wren-Babbler,Spelaeornis reptatus,Least Concern,Schedule-IV,,Appendix II
Tawny-breasted Wren-Babbler,Spelaeornis longicaudatus,Tawny-breasted Wren Babbler,Spelaeornis longicaudatus,Tawny-breasted Wren-Babbler,Spelaeornis longicaudatus,Vulnerable,Schedule-IV,,Appendix II
Red-billed Scimitar-Babbler,Pomatorhinus ochraceiceps,Red-billed Scimitar Babbler,Pomatorhinus ochraceiceps,Red-billed Scimitar-Babbler,Pomatorhinus ochraceiceps,Least Concern,Schedule-IV,,Appendix II
Coral-billed Scimitar-Babbler,Pomatorhinus ferruginosus,Coral-billed Scimitar Babbler,Pomatorhinus ferruginosus,Coral-billed Scimitar-Babbler,Pomatorhinus ferruginosus,Least Concern,Schedule-IV,,Appendix II
Slender-billed Scimitar-Babbler,Pomatorhinus superciliaris,Slender-billed Scimitar Babbler,Pomatorhinus superciliaris,Slender-billed Scimitar-Babbler,Pomatorhinus superciliaris,Least Concern,Schedule-IV,,Appendix II
Streak-breasted Scimitar-Babbler,Pomatorhinus ruficollis,Streak-breasted Scimitar Babbler,Pomatorhinus ruficollis,Streak-breasted Scimitar-Babbler,Pomatorhinus ruficollis,Least Concern,Schedule-IV,,Appendix II
Indian Scimitar-Babbler,Pomatorhinus horsfieldii,Indian Scimitar Babbler,Pomatorhinus horsfieldii,Indian Scimitar-Babbler,Pomatorhinus horsfieldii,Least Concern,Schedule-IV,,Appendix II
White-browed Scimitar-Babbler,Pomatorhinus schisticeps,White-browed Scimitar Babbler,Pomatorhinus schisticeps,White-browed Scimitar-Babbler,Pomatorhinus schisticeps,Least Concern,Schedule-IV,,Appendix II
Large Scimitar-Babbler,Megapomatorhinus hypoleucos,Large Scimitar Babbler,Erythrogenys hypoleucos,Large Scimitar-Babbler,Megapomatorhinus hypoleucos,Least Concern,Schedule-IV,,Appendix II
Rusty-cheeked Scimitar-Babbler,Megapomatorhinus erythrogenys,Rusty-cheeked Scimitar Babbler,Erythrogenys erythrogenys,Rusty-cheeked Scimitar-Babbler,Megapomatorhinus erythrogenys,Least Concern,Schedule-IV,,Appendix II
Spot-breasted Scimitar-Babbler,Megapomatorhinus mcclellandi,Spot-breasted Scimitar Babbler,Erythrogenys mcclellandi,Spot-breasted Scimitar-Babbler,Megapomatorhinus mcclellandi,Least Concern,Schedule-IV,,Appendix II
Gray-throated Babbler,Stachyris nigriceps,Grey-throated Babbler,Stachyris nigriceps,Gray-throated Babbler,Stachyris nigriceps,Least Concern,Schedule-IV,,Appendix II
Snowy-throated Babbler,Stachyris oglei,Snowy-throated Babbler,Stachyris oglei,Snowy-throated Babbler,Stachyris oglei,Vulnerable,Schedule-IV,,Appendix II
Blackish-breasted Babbler,Stachyris humei,Sikkim Wedge-billed Babbler,Stachyris humei,Blackish-breasted Babbler,Stachyris humei,Near Threatened,Schedule-IV,,Appendix II
Chevron-breasted Babbler,Stachyris roberti,Cachar Wedge-billed Babbler,Stachyris roberti,Chevron-breasted Babbler,Stachyris roberti,Near Threatened,Schedule-IV,,Appendix II
White-hooded Babbler,Gampsorhynchus rufulus,White-hooded Babbler,Gampsorhynchus rufulus,White-hooded Babbler,Gampsorhynchus rufulus,Least Concern,Schedule-IV,,Appendix II
Yellow-throated Fulvetta,Schoeniparus cinereus,Yellow-throated Fulvetta,Schoeniparus cinereus,Yellow-throated Fulvetta,Schoeniparus cinereus,Least Concern,Schedule-IV,,Appendix II
Rufous-winged Fulvetta,Schoeniparus castaneceps,Rufous-winged Fulvetta,Schoeniparus castaneceps,Rufous-winged Fulvetta,Schoeniparus castaneceps,Least Concern,Schedule-IV,,Appendix II
Rufous-throated Fulvetta,Schoeniparus rufogularis,Rufous-throated Fulvetta,Schoeniparus rufogularis,Rufous-throated Fulvetta,Schoeniparus rufogularis,Least Concern,Schedule-IV,,Appendix II
Rusty-capped Fulvetta,Schoeniparus dubius,Rusty-capped Fulvetta,Schoeniparus dubius,Rusty-capped Fulvetta,Schoeniparus dubius,Least Concern,Schedule-IV,,Appendix II
Rufous-vented Prinia,Laticilla burnesii,Rufous-vented Grass Babbler,Laticilla burnesii,Rufous-vented Grass Babbler,Laticilla burnesii,Near Threatened,Schedule-IV,,Appendix II
Swamp Prinia,Laticilla cinerascens,Swamp Grass Babbler,Laticilla cinerascens,Swamp Grass Babbler,Laticilla cinerascens,Endangered,Schedule-IV,,Appendix II
Puff-throated Babbler,Pellorneum ruficeps,Puff-throated Babbler,Pellorneum ruficeps,Puff-throated Babbler,Pellorneum ruficeps,Least Concern,Schedule-IV,,Appendix II
Marsh Babbler,Pellorneum palustre,Marsh Babbler,Pellorneum palustre,Marsh Babbler,Pellorneum palustre,Vulnerable,Schedule-IV,,Appendix II
Spot-throated Babbler,Pellorneum albiventre,Spot-throated Babbler,Pellorneum albiventre,Spot-throated Babbler,Pellorneum albiventre,Least Concern,Schedule-IV,,Appendix II
Buff-breasted Babbler,Pellorneum tickelli,Buff-breasted Babbler,Trichastoma tickelli,Buff-breasted Babbler,Pellorneum tickelli,Least Concern,Schedule-IV,,Appendix II
Eyebrowed Wren-Babbler,Napothera epilepidota,Eyebrowed Wren Babbler,Napothera epilepidota,Eyebrowed Wren-Babbler,Napothera epilepidota,Least Concern,Schedule-IV,,Appendix II
Long-billed Wren-Babbler,Napothera malacoptila,Long-billed Wren Babbler,Rimator malacoptilus,Long-billed Wren-Babbler,Napothera malacoptila,Least Concern,Schedule-IV,,Appendix II
Abbott's Babbler,Turdinus abbotti,Abbott's Babbler,Malacocincla abbotti,Abbott's Babbler,Turdinus abbotti,Least Concern,Schedule-IV,,Appendix II
Streaked Wren-Babbler,Turdinus brevicaudatus,Streaked Wren Babbler,Turdinus brevicaudatus,Streaked Wren-Babbler,Turdinus brevicaudatus,Least Concern,Schedule-IV,,Appendix II
Indian Grassbird,Graminicola bengalensis,Indian Grass Babbler,Graminicola bengalensis,Indian Grassbird,Graminicola bengalensis,Near Threatened,Schedule-IV,,Appendix II
Ludlow's Fulvetta,Alcippe ludlowi,Ludlow's Fulvetta,Fulvetta ludlowi,Ludlow's Fulvetta,Fulvetta ludlowi,Least Concern,Schedule-IV,,Appendix II
Brown-cheeked Fulvetta,Alcippe poioicephala,Quaker Tit Babbler,Alcippe poioicephala,Brown-cheeked Fulvetta,Alcippe poioicephala,Least Concern,Schedule-IV,,Appendix II
Nepal Fulvetta,Alcippe nipalensis,Nepal Tit Babbler,Alcippe nipalensis,Nepal Fulvetta,Alcippe nipalensis,Least Concern,Schedule-IV,,Appendix II
Striated Laughingthrush,Grammatoptila striata,Striated Laughingthrush,Grammatoptila striata,Striated Laughingthrush,Grammatoptila striata,Least Concern,Schedule-IV,,Appendix II
Himalayan Cutia,Cutia nipalensis,Himalayan Cutia,Cutia nipalensis,Himalayan Cutia,Cutia nipalensis,Least Concern,Schedule-IV,,Appendix II
Common Babbler,Turdoides caudata,Common Babbler,Argya caudata,Common Babbler,Turdoides caudata,Least Concern,Schedule-IV,,Appendix II
Striated Babbler,Turdoides earlei,Striated Babbler,Argya earlei,Striated Babbler,Turdoides earlei,Least Concern,Schedule-IV,,Appendix II
Slender-billed Babbler,Turdoides longirostris,Slender-billed Babbler,Chatarrhaea longirostris,Slender-billed Babbler,Turdoides longirostris,Vulnerable,Schedule-IV,,Appendix II
Large Gray Babbler,Turdoides malcolmi,Large Grey Babbler,Argya malcolmi,Large Gray Babbler,Turdoides malcolmi,Least Concern,Schedule-IV,,Appendix II
Rufous Babbler,Turdoides subrufa,Rufous Babbler,Argya subrufa,Rufous Babbler,Turdoides subrufa,Least Concern,Schedule-IV,,Appendix II
Jungle Babbler,Turdoides striata,Jungle Babbler,Turdoides striata,Jungle Babbler,Turdoides striata,Least Concern,Schedule-IV,,Appendix II
Yellow-billed Babbler,Turdoides affinis,Yellow-billed Babbler,Turdoides affinis,Yellow-billed Babbler,Turdoides affinis,Least Concern,Schedule-IV,,Appendix II
White-crested Laughingthrush,Garrulax leucolophus,White-crested Laughingthrush,Garrulax leucolophus,White-crested Laughingthrush,Garrulax leucolophus,Least Concern,Schedule-IV,,Appendix II
Lesser Necklaced Laughingthrush,Garrulax monileger,Lesser Necklaced Laughingthrush,Garrulax monileger,Lesser Necklaced Laughingthrush,Garrulax monileger,Least Concern,Schedule-IV,,Appendix II
